id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7574,0TX6,small_airport,Elm Creek Airpark,29.50519943,-97.99690247,550,NA,US,US-TX,Seguin,no,0TX6,,0TX6,,,
7575,0TX7,small_airport,Lazy K Acres Airport,32.95009995,-97.15029907,700,NA,US,US-TX,Grapevine,no,0TX7,,0TX7,,,
7576,0TX8,small_airport,Jacobia Field,33.18040085,-96.04329681,570,NA,US,US-TX,Greenville,no,0TX8,,0TX8,,,
7577,0TX9,small_airport,Card Aerodrome,33.25009918,-96.11689758,540,NA,US,US-TX,Greenville,no,0TX9,,0TX9,,,
7578,0U0,small_airport,Landmark US Forest Service Airport,44.64239883,-115.5329971,6662,NA,US,US-ID,Landmark,no,0U0,,0U0,,,
7579,0U1,small_airport,Warm Springs Creek Airport,44.14210129,-115.314003,4831,NA,US,US-ID,Lowman,no,0U1,,0U1,,,
7580,0U2,small_airport,Copper Basin Airport,43.80179977,-113.8310013,7920,NA,US,US-ID,Mackay,no,0U2,,0U2,,,
7581,0U3,small_airport,Mahoney Creek US Forest Service Airport,44.74459839,-114.9209976,4618,NA,US,US-ID,Mahoney Creek,no,0U3,,0U3,,,
7582,0U7,small_airport,Hollow Top Airport,43.32490158,-113.5879974,5359,NA,US,US-ID,Martin,no,0U7,,0U7,,,
7583,0U8,small_airport,May Airport,44.61019897,-113.8960037,5324,NA,US,US-ID,May,no,0U8,,0U8,,,
7584,0U9,small_airport,Lee Williams Memorial Airport,44.46160126,-116.7580032,2617,NA,US,US-ID,Midvale,no,0U9,,0U9,,,
7585,0VA0,heliport,Mostly Harmless Heliport,37.9654007,-77.77749634,330,NA,US,US-VA,Bumpass,no,0VA0,,0VA0,,,
7586,0VA1,small_airport,Johnson Fox Field,37.23350143,-79.58529663,900,NA,US,US-VA,Bedford,no,0VA1,,0VA1,,,
7587,0VA2,small_airport,Riverwood Airport,37.79650116,-79.76670074,1020,NA,US,US-VA,Iron Gate,no,0VA2,,0VA2,,,
7588,0VA3,small_airport,Hunt Airport,37.69879913,-77.09529877,150,NA,US,US-VA,Manquin,no,0VA3,,0VA3,,,
7589,0VA4,small_airport,Worley Field,36.95009995,-79.87950134,1219,NA,US,US-VA,Rocky Mount,no,0VA4,,0VA4,,,
7590,0VA5,small_airport,Coffman Field,37.69414437,-77.66089439,280,NA,US,US-VA,Richmond,no,0VA5,,0VA5,,,Rockville
7591,0VA6,heliport,Mc Guire Va Medical Center Pad Heliport,37.49599838,-77.46219635,178,NA,US,US-VA,Richmond,no,0VA6,,0VA6,,,
7592,0VA7,small_airport,Flatrock Air Strip,37.52320099,-77.81939697,425,NA,US,US-VA,Richmond,no,0VA7,,0VA7,,,
7593,0VA8,small_airport,Jayarz Airport,37.28580093,-77.79119873,210,NA,US,US-VA,Mannboro,no,0VA8,,0VA8,,,
7594,0VA9,small_airport,Handy Strip,37.44739914,-76.45379639,8,NA,US,US-VA,Gloucester Court House,no,0VA9,,0VA9,,,
7595,0VI1,small_airport,Brooklyn Airport,37.68889999,-77.10140228,145,NA,US,US-VA,Manquin,no,0VI1,,0VI1,,,
7596,0W0,seaplane_base,Seattle Seaplanes Seaplane Base,47.62760162,-122.3320007,14,NA,US,US-WA,Seattle,no,0W0,,0W0,,,
7597,0W7,seaplane_base,Floathaven Seaplane Base,48.72819901,-122.3359985,307,NA,US,US-WA,Bellingham,no,0W7,,0W7,,,
7598,0WA0,heliport,Streamline Heliport,47.98289871,-122.038002,116,NA,US,US-WA,Machias,no,0WA0,,0WA0,,,
7599,0WA1,small_airport,Dwight Field,46.61709976,-122.8259964,350,NA,US,US-WA,Chehalis,no,0WA1,,0WA1,,,
7600,0WA2,small_airport,Curtis Airport,46.5904007,-123.1050034,254,NA,US,US-WA,Curtis,no,0WA2,,0WA2,,,
7601,0WA3,heliport,Air Columbia Heliport,45.68259811,-121.9000015,149,NA,US,US-WA,Stevenson,no,0WA3,,0WA3,,,
7602,0WA4,heliport,Hansen Heliport,47.43619919,-120.2799988,1250,NA,US,US-WA,East Wenatchee,no,0WA4,,0WA4,,,
7603,0WA5,heliport,Ware Mountain Heliport,48.37929916,-122.288002,750,NA,US,US-WA,Mount Vernon,no,0WA5,,0WA5,,,
7604,0WA6,heliport,Stevens Memorial Hospital Heliport,47.80369949,-122.3339996,370,NA,US,US-WA,Edmonds,no,0WA6,,0WA6,,,
7605,0WA7,heliport,Shamrock Port Heliport,47.77690125,-117.0839996,2172,NA,US,US-WA,Newman Lake,no,0WA7,,0WA7,,,
7606,0WA8,heliport,Childrens Hospital Emergency Heliport,47.66400146,-122.2809982,125,NA,US,US-WA,Seattle,no,0WA8,,0WA8,,,
7607,0WA9,heliport,Naval Station Everett Heliport,47.9864606,-122.2242951,5,NA,US,US-WA,Everett,no,0WA9,,0WA9,,,
7608,0WI0,heliport,Aurora St Luke's Medical Center Heliport,42.98889923,-87.95149994,761,NA,US,US-WI,Milwaukee,no,0WI0,,0WI0,,,
7609,0WI1,small_airport,Mort's Landing Airport,45.50719833,-92.14189911,1255,NA,US,US-WI,Comstock,no,0WI1,,0WI1,,,
7610,0WI2,small_airport,Doering Farms Airfield,43.20140076,-88.33339691,910,NA,US,US-WI,Monches,no,0WI2,,0WI2,,,
7611,0WI3,heliport,Aurora Lakeland Medical Center Heliport,42.6617012,-88.49680328,1040,NA,US,US-WI,Elkhorn,no,0WI3,,0WI3,,,
7612,0WI4,small_airport,Snow Crest Ranch Airport,43.82939911,-89.3526001,810,NA,US,US-WI,Montello,no,0WI4,,0WI4,,,
7613,0WI5,small_airport,Crash In International Airport,42.79339981,-87.89060211,755,NA,US,US-WI,Husher,no,0WI5,,0WI5,,,
7614,0WI6,small_airport,Simandl Field/Private Airport,42.87360001,-88.15789795,805,NA,US,US-WI,Muskego,no,0WI6,,0WI6,,,
7615,0WI7,small_airport,With Wings And A Halo Airport,44.13359833,-88.4992981,760,NA,US,US-WI,Neenah,no,0WI7,,0WI7,,,
7616,0WI8,small_airport,Oconomowoc Airport,43.13890076,-88.47229767,885,NA,US,US-WI,Oconomowoc,no,0WI8,,0WI8,,,
7617,0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,42.9314003,-89.33869934,931,NA,US,US-WI,Oregon,no,0WI9,,0WI9,,,
7618,0WN0,small_airport,Rucilla's Roost Airport,48.13729858,-123.112999,15,NA,US,US-WA,Sequim,no,0WN0,,0WN0,,,
7619,0WN1,small_airport,Shangri-La Airport,46.75189972,-120.6019974,1500,NA,US,US-WA,Selah,no,0WN1,,0WN1,,,
45908,0WN2,small_airport,Coopers Landing,46.127778,-119.015,435,NA,US,US-WA,Kennewick,no,0WN2,,0WN2,,,
7621,0WN4,heliport,Olympia Heliport,46.9640007,-122.8919983,200,NA,US,US-WA,Olympia,no,0WN4,,0WN4,,,
7622,0WN5,small_airport,Potts Field,42.79970169,-88.04869843,815,NA,US,US-WI,North Cape,no,0WN5,,0WN5,,,
7623,0WN6,heliport,L-Z Blue Thunder Heliport,48.95339966,-122.8180008,75,NA,US,US-WA,Blaine,no,0WN6,,0WN6,,,
7624,0WN7,heliport,Enumclaw Community Hospital Heliport,47.20650101,-121.9810028,700,NA,US,US-WA,Enumclaw,no,0WN7,,0WN7,,,
7625,0WN8,heliport,Sheldon Heliport,47.25109863,-116.8519974,2129,NA,US,US-ID,Coeur D'Alene,no,0WN8,,0WN8,,,
45906,0WN9,small_airport,Wings For Christ Airport,48.430464,-119.486058,1000,NA,US,US-WA,Omak,no,0WN9,,0WN9,,,
45936,0WY0,small_airport,Freedom Air Ranch Airport,43.039722,-111.038056,5698,NA,US,US-WY,Freedom,no,0WY0,,0WY0,,,
45935,0WY1,small_airport,Dorsey Creek Ranch Airport,44.411111,-108.163333,4017,NA,US,US-WY,Basin,no,0WY1,,0WY1,,,
7626,0XA0,heliport,Parkland Hospital Nr 2 Heliport,32.81140137,-96.83879852,548,NA,US,US-TX,Dallas,no,0XA0,,0XA0,,,
7628,0XA2,heliport,Fort Duncan Medical Center Heliport,28.71209908,-100.4570007,884,NA,US,US-TX,Eagle Pass,no,0XA2,,0XA2,,,
7629,0XA3,heliport,Midstream Freeport Heliport,28.97170067,-95.28309631,6,NA,US,US-TX,Freeport,no,0XA3,,0XA3,,,
7630,0XA4,small_airport,Seven C's Ranch Airport,27.99690056,-98.88220215,331,NA,US,US-TX,Freer,no,0XA4,,0XA4,,,
7631,0XA5,small_airport,74 Ranch Airport,28.68490028,-98.38279724,320,NA,US,US-TX,Campbellton,no,0XA5,,0XA5,,,
7632,0XA6,heliport,Jaxon Landing Heliport,33.45000076,-101.939003,3270,NA,US,US-TX,Lubbock,no,0XA6,,0XA6,,,
7633,0XA7,small_airport,Bar 3 Ranch Airport,30.66270065,-97.62509918,744,NA,US,US-TX,Georgetown,no,0XA7,,0XA7,,,
7634,0XA8,small_airport,Ohho Airport,30.27000046,-98.10829926,1340,NA,US,US-TX,Dripping Springs,no,0XA8,,0XA8,,,
7635,0XA9,heliport,Methodist Mansfield Medical Center Heliport,32.56779861,-97.09529877,633,NA,US,US-TX,Mansfield,no,0XA9,,0XA9,,,
7636,0XS0,small_airport,Diamond H Ranch Airport,28.40029907,-99.55870056,511,NA,US,US-TX,Catarina,no,0XS0,,0XS0,,,
7637,0XS1,small_airport,Rodgers Roost Airport,29.28779984,-96.34970093,129,NA,US,US-TX,El Campo,no,0XS1,,0XS1,,,
7638,0XS2,small_airport,John Fields Ranch Airport,30.55489922,-100.5339966,2342,NA,US,US-TX,Sonora,no,0XS2,,0XS2,,,
7639,0XS3,heliport,South Texas Project Heliport,28.79220009,-96.04190063,32,NA,US,US-TX,Palacios,no,0XS3,,0XS3,,,
7640,0XS4,heliport,Eds Heliport,33.09170151,-96.68609619,602,NA,US,US-TX,Allen,no,0XS4,,0XS4,,,
7641,0XS5,heliport,Southeastern Helicopters Heliport,26.14699936,-97.17389679,5,NA,US,US-TX,South Padre Island,no,0XS5,,0XS5,,,
7642,0XS6,small_airport,Lakeside Beach Airport,30.50099945,-98.14700317,800,NA,US,US-TX,Spicewood,no,0XS6,,0XS6,,,
7643,0XS7,small_airport,Anacacho Ranch Airport,29.19190025,-100.2750015,1067,NA,US,US-TX,Spofford,no,0XS7,,0XS7,,,
7644,0XS8,small_airport,Dunbar Ranch Airport,29.0760994,-100.375,958,NA,US,US-TX,Spofford,no,0XS8,,0XS8,,,
45852,0XS9,small_airport,French Field,32.134042,-95.339583,540,NA,US,US-TX,Bullard,no,0XS9,,0XS9,,,
7645,0Y4,small_airport,Lambert Fechter Municipal Airport,43.16419983,-95.47000122,1452,NA,US,US-IA,Hartley,no,0Y4,,0Y4,,,
7646,0Y6,small_airport,Lake Mills Municipal Airport,43.41659927,-93.50849915,1260,NA,US,US-IA,Lake Mills,no,0Y6,,0Y6,,,
7647,0Z2,small_airport,Road Commission Nr 1 Airport,63.10820007,-147.5319977,2525,NA,US,US-AK,Denali,no,0Z2,,0Z2,,,
7648,0Z3,seaplane_base,Shannons Pond Seaplane Base,59.05899811,-158.5769958,80,NA,US,US-AK,Dillingham,no,0Z3,,0Z3,,,
7649,10AK,small_airport,Hunt Strip,61.59189987,-149.6779938,200,NA,US,US-AK,Wasilla,no,10AK,,10AK,,,
7650,10AL,heliport,North Jackson Hospital Heliport,34.91400146,-85.77089691,650,NA,US,US-AL,Bridgeport,no,10AL,,10AL,,,
7651,10AR,heliport,Huntsville Memorial Hospital Heliport,36.09400177,-93.74240112,1495,NA,US,US-AR,Huntsville,no,10AR,,10AR,,,
7652,10AZ,small_airport,Pierce Airport,33.36640167,-112.6179962,860,NA,US,US-AZ,Buckeye,no,10AZ,,10AZ,,,
7653,10CA,heliport,William E Poole Heliport,34.602252,-117.172451,3120,NA,US,US-CA,Apple Valley,no,10CA,,10CA,,,
7654,10CL,small_airport,Joe Gottlieb Field,35.36800003,-119.1949997,347,NA,US,US-CA,Bakersfield,no,10CL,,10CL,,,
7655,10CO,small_airport,Silkman Farms Inc. Airport,39.45470047,-102.2129974,4000,NA,US,US-CO,Burlington,no,10CO,,10CO,,,
7656,10D,small_airport,Winsted Municipal Airport,44.95000076,-94.06690216,1030,NA,US,US-MN,Winsted,no,10D,,10D,,,
7657,10F,small_airport,Rosser Ranch Airport,33.01539993,-98.62529755,1112,NA,US,US-TX,Graham,no,10F,,10F,,,
7658,10FA,small_airport,Flying Baron Estates Airport,28.79750061,-81.93589783,75,NA,US,US-FL,Leesburg,no,10FA,,10FA,,,
7659,10FD,small_airport,Seven Feathers Airport,29.00659943,-82.40460205,68,NA,US,US-FL,Dunnellon,no,10FD,,10FD,,,
7660,10FL,heliport,Fishermen's Hospital Emergency Helistop,24.71039963,-81.09449768,5,NA,US,US-FL,Marathon,no,10FL,,10FL,,,
7661,10GA,small_airport,Beaverbrook Aerodrome,33.32509995,-84.2983017,910,NA,US,US-GA,Griffin,no,10GA,,10GA,,,
7662,10IA,small_airport,Flyers Airport,42.41669846,-92.25019836,830,NA,US,US-IA,Waterloo,no,10IA,,10IA,,,
7663,10ID,small_airport,Flat Top Airstrip,43.49440002,-113.9219971,5841,NA,US,US-ID,Muldoon,no,10ID,,10ID,,,
7664,10II,heliport,Jasper County Hospital Heliport,40.93450165,-87.13860321,660,NA,US,US-IN,Rensselaer,no,10II,,10II,,,
7665,10IL,heliport,Riverside Medical Center Heliport,41.12360001,-87.88529968,620,NA,US,US-IL,Kankakee,no,10IL,,10IL,,,
7666,10IN,small_airport,Squires Airport,39.71839905,-85.04889679,1000,NA,US,US-IN,Connersville,no,10IN,,10IN,,,
7667,10KS,heliport,University of Kansas Hospital Heliport,39.056277,-94.608892,958,NA,US,US-KS,Kansas City,no,10KS,,10KS,,,University of Kansas Medical Center Heliport
7668,10KY,heliport,Southwest Government Center Heliport,38.14839935,-85.8368988,480,NA,US,US-KY,Louisville,no,10KY,,10KY,,,
7669,10LA,small_airport,Industrial Helicopters Inc. Airport,30.24740028,-92.09600067,35,NA,US,US-LA,Scott,no,10LA,,10LA,,,
7670,10LS,small_airport,G & J Fly A Way Ultralightport,30.04630089,-91.99459839,20,NA,US,US-LA,Youngsville,no,10LS,,10LS,,,
7671,10MA,seaplane_base,Beaver Lake Seaplane Base,42.26259995,-72.30699921,384,NA,US,US-MA,Ware,no,10MA,,10MA,,,
7672,10MI,heliport,St Mary's Hospital Heliport,43.42589951,-83.93859863,595,NA,US,US-MI,Saginaw,no,10MI,,10MI,,,
7673,10MN,seaplane_base,Lookout Lake Seaplane Base,46.4375,-93.95610046,1200,NA,US,US-MN,Ironton,no,10MN,,10MN,,,
7674,10MO,small_airport,Eckerts Airstrip,38.91450119,-91.70429993,839,NA,US,US-MO,Williamsburg,no,10MO,,10MO,,,
7675,10MS,heliport,Daniel Emergency Response Team Heliport,30.53030014,-88.55889893,20,NA,US,US-MS,Moss Point,no,10MS,,10MS,,,
7676,10MT,small_airport,Hoolie Airport,47.83330154,-106.4840012,2526,NA,US,US-MT,Haxby,no,10MT,,10MT,,,
7677,10MU,heliport,Freeman Neosha Hospital Heliport,36.86780167,-94.36889648,1110,NA,US,US-MO,Neosho,no,10MU,,10MU,,,
7678,10NC,small_airport,Johnston Farm Airport,36.3431015,-77.50939941,60,NA,US,US-NC,Jackson,no,10NC,,10NC,,,
7679,10ND,small_airport,Smith Strip,47.1875,-102.3619995,2200,NA,US,US-ND,Halliday,no,10ND,,10ND,,,
7680,10NE,heliport,St Joseph Hospital Heliport,41.2655983,-95.95449829,1130,NA,US,US-NE,Omaha,no,10NE,,10NE,,,
7681,10NH,heliport,Clark Heliport,42.87409973,-71.17970276,320,NA,US,US-NH,Hampstead,no,10NH,,10NH,,,
7682,10NJ,heliport,St Francis M C Helistop,40.21839905,-74.73880005,55,NA,US,US-NJ,Trenton,no,10NJ,,10NJ,,,
7683,10NY,heliport,Beaver Meadow Heliport,43.36899948,-75.1595993,1195,NA,US,US-NY,Remsen,no,10NY,,10NY,,,
7684,10OH,small_airport,Zoellner Airport,41.40280151,-82.62909698,617,NA,US,US-OH,Huron,no,10OH,,10OH,,,
7685,10OK,small_airport,Hickory Hills Airport,35.16669846,-97.21700287,1175,NA,US,US-OK,Norman,no,10OK,,10OK,,,
7686,10OR,small_airport,Stevens Mountain Airport,45.78929901,-123.2320023,1000,NA,US,US-OR,Vernonia,no,10OR,,10OR,,,
7687,10PA,heliport,Piac Heliport,39.86259842,-75.3105011,8,NA,US,US-PA,Essington,no,10PA,,10PA,,,
7688,10PN,heliport,One Meridian Plaza Heliport,39.93069839,-75.24410248,560,NA,US,US-PA,Philadelphia,no,10PN,,10PN,,,
7689,10TA,heliport,Bear Creek Heliport,29.79220009,-95.63490295,100,NA,US,US-TX,Houston,no,10TA,,10TA,,,
7690,10TE,small_airport,Gottwald Field,29.66690063,-97.50029755,440,NA,US,US-TX,Harwood,no,10TE,,10TE,,,
7691,10TN,small_airport,Flatwood Field,36.07189941,-86.35440063,600,NA,US,US-TN,Lebanon,no,10TN,,10TN,,,
7692,10TS,small_airport,Saint's Strip Ultralightport,29.55249977,-98.10310364,980,NA,US,US-TX,Marion,no,10TS,,10TS,,,
7693,10TX,heliport,Jbh Aerospace Heliport,27.84469986,-97.22389984,15,NA,US,US-TX,Ingleside,no,10TX,,10TX,,,
45863,10UT,heliport,Gilbert Development Corp Heliport,37.172778,-113.434444,3300,NA,US,US-UT,Hurricane,no,10UT,,10UT,,,
7694,10VA,small_airport,Nashs Airport,37.38629913,-78.81310272,785,NA,US,US-VA,Appomattox,no,10VA,,10VA,,,
7695,10WA,small_airport,Mullan Hill Airport,47.55459976,-117.413002,2310,NA,US,US-WA,Spokane,no,10WA,,10WA,,,
7696,10WI,small_airport,Buds Landing Airport,45.11579895,-88.1894989,850,NA,US,US-WI,Pound,no,10WI,,10WI,,,
45941,10WY,small_airport,Willow Creek Ranch Airport,43.423333,-106.823611,5521,NA,US,US-WY,Kaycee,no,10WY,,10WY,,,
7697,10XS,small_airport,Flying S Air Ranch Airport,31.77949905,-98.90930176,1447,NA,US,US-TX,Brownwood,no,10XS,,10XS,,,
7698,11AK,small_airport,Rocking T. Ranch Airport,63.99959946,-145.5019989,1190,NA,US,US-AK,Delta Junction,no,11AK,,11AK,,,
7699,11AL,heliport,Ech Stagefield Army Heliport,31.39369965,-85.75150299,268,NA,US,US-AL,Fort Rucker/Ozark,no,11AL,,11AL,,,
7700,11AR,heliport,St. Joseph's Mercy Heliport,34.46777778,-93.06527778,558,NA,US,US-AR,Hot Springs,no,11AR,,11AR,,,
7701,11AZ,small_airport,Whetstone Airport,31.68370056,-110.2900009,4250,NA,US,US-AZ,Huachuca City,no,11AZ,,11AZ,,,
7702,11CA,small_airport,Turner Field,36.6733017,-119.7220001,300,NA,US,US-CA,Fowler,no,11CA,,11CA,,,
7703,11CL,small_airport,Hansen Airport,34.63000107,-117.6529999,2885,NA,US,US-CA,Adelanto,no,11CL,,11CL,,,
7704,11CO,heliport,Channel 7 Heliport,39.72529984,-104.9840012,5300,NA,US,US-CO,Denver,no,11CO,,11CO,,,
7705,11FA,small_airport,B & L Farms Airport,25.58370018,-80.49980164,9,NA,US,US-FL,Homestead,no,11FA,,11FA,,,
7706,11FD,heliport,North Okaloosa Medical Center Heliport,30.73570061,-86.56269836,230,NA,US,US-FL,Crestview,no,11FD,,11FD,,,
7707,11FL,small_airport,Williams Field,30.04299927,-81.88089752,88,NA,US,US-FL,Middleburg,no,11FL,,11FL,,,
7708,11G,small_airport,Johnson Field,42.92110062,-82.58550262,630,NA,US,US-MI,Smiths Creek,no,11G,,11G,,,
7709,11GA,heliport,De Kalb General Hospital Heliport,33.78969955,-84.28220367,1012,NA,US,US-GA,Decatur,no,11GA,,11GA,,,
7710,11GE,heliport,Apple 1 Heliport,34.26029968,-84.06639862,1273,NA,US,US-GA,Cumming,no,11GE,,11GE,,,
7711,11ID,small_airport,Riddle Airport,42.1855011,-116.112999,5356,NA,US,US-ID,Riddle,no,11ID,,11ID,,,
7712,11II,small_airport,Atterbury Field (Camp Atterbury),39.34170151,-86.03050232,710,NA,US,US-IN,Nineveh,no,11II,,11II,,,
7713,11IL,heliport,St Mary's Hospital - Kankakee Heliport,41.12200165,-87.87229919,610,NA,US,US-IL,Kankakee,no,11IL,,11IL,,,
7714,11IN,small_airport,Jr's Airport,39.81890106,-86.5381012,950,NA,US,US-IN,Danville,no,11IN,,11IN,,,
7715,11IS,heliport,St Anthony Memorial Hospital Heliport,39.125,-88.55059814,593,NA,US,US-IL,Effingham,no,11IS,,11IS,,,
7716,11KS,small_airport,Sheller's Airport,39.11669922,-95.14890289,1090,NA,US,US-KS,Tonganoxie,no,11KS,,11KS,,,
7717,11KY,heliport,Southwest Hospital Heliport,38.11589813,-85.83609772,500,NA,US,US-KY,Louisville,no,11KY,,11KY,,,
7718,11LA,seaplane_base,Tiger Pass Seaplane Base,29.25880051,-89.35299683,,NA,US,US-LA,Venice,no,11LA,,11LA,,,
7719,11LL,small_airport,Thacker Airport,40.72309875,-88.76309967,720,NA,US,US-IL,Chenoa,no,11LL,,11LL,,,
7720,11LS,small_airport,Jasmine Hill Airport,30.97599983,-92.56900024,120,NA,US,US-LA,Glenmora,no,11LS,,11LS,,,
7721,11M,small_airport,Fulton-Itawamba County Airport,34.35200119,-88.37729645,450,NA,US,US-MS,Fulton,no,11M,,11M,,,
7722,11MA,small_airport,Bulljump Airport,41.80730057,-70.75839996,60,NA,US,US-MA,Wareham,no,11MA,,11MA,,,
7723,11MD,small_airport,Tim's Airport,38.43330002,-75.62779999,42,NA,US,US-MD,Salisbury,no,11MD,,11MD,,,
7724,11MI,heliport,Wagner's Landing Heliport,42.73839951,-83.43740082,975,NA,US,US-MI,Clarkston,no,11MI,,11MI,,,
7725,11MN,seaplane_base,Sixberry's Landing Seaplane Base,47.67770004,-93.04820251,1372,NA,US,US-MN,Chisholm,no,11MN,,11MN,,,
7726,11MO,small_airport,Redgate Ranch Airport,38.90169907,-91.6352005,820,NA,US,US-MO,Williamsburg,no,11MO,,11MO,,,
7727,11N,small_airport,Candlelight Farms Airport,41.56679916,-73.46620178,675,NA,US,US-CT,New Milford,no,11N,,11N,,,
7728,11NC,heliport,Sprint/Midatlantic Telecom Heliport,36.02149963,-78.51889801,427,NA,US,US-NC,Youngsville,no,11NC,,11NC,,,
7729,11NE,small_airport,Kaan Airport,42.44250107,-103.9160004,4650,NA,US,US-NE,Harrison,no,11NE,,11NE,,,
7730,11NJ,heliport,Southdown Heliport,40.64070129,-74.66419983,128,NA,US,US-NJ,Pluckemin,no,11NJ,,11NJ,,,
7731,11NK,small_airport,Hop House Airpark,42.91389847,-74.61170197,530,NA,US,US-NY,Fort Plain,no,11NK,,11NK,,,
7732,11NY,small_airport,Saikkonen Airport,42.20899963,-76.4496994,969,NA,US,US-NY,Spencer,no,11NY,,11NY,,,
7733,11OA,small_airport,Hide-A-Way Hills Resort Airport,39.64310074,-82.46679688,780,NA,US,US-OH,Bremen,no,11OA,,11OA,,,
7734,11OG,small_airport,Unity Airport,44.45130157,-118.1869965,3975,NA,US,US-OR,Unity,no,11OG,,11OG,,,
310052,11OH,heliport,Fayette County Memorial Hospital Heliport,39.5477528,-83.4279139,977,NA,US,US-OH,Washington Court House,no,11OH,,11OH,,,
7735,11OK,small_airport,Beefor Ranch Airport,35.07229996,-97.38359833,1150,NA,US,US-OK,Purcell,no,11OK,,11OK,,,
7736,11OR,small_airport,Holiday Sky Ranch Airport,43.39350128,-123.2850037,510,NA,US,US-OR,Sutherlin,no,11OR,,11OR,,,
7737,11PA,heliport,Sherrie John Manor Heliport,40.26259995,-77.04579926,400,NA,US,US-PA,Mechanicsburg,no,11PA,,11PA,,,
45744,11PN,small_airport,Eakin Airport,41.3525,-79.732778,1489,NA,US,US-PA,Cranberry,no,11PN,,11PN,,,
7738,11S,small_airport,Sekiu Airport,48.26610184,-124.314003,355,NA,US,US-WA,Sekiu,no,11S,,11S,,,
7739,11TA,heliport,Conoco Heliport,29.7894001,-95.61109924,91,NA,US,US-TX,Houston,no,11TA,,11TA,,,
7740,11TE,small_airport,Flying M Ranch Airport,32.30009842,-97.20449829,700,NA,US,US-TX,Grandview,no,11TE,,11TE,,,
7741,11TN,small_airport,Salem Field,36.47499847,-87.36669922,425,NA,US,US-TN,Clarksville,no,11TN,,11TN,,,
7742,11TS,small_airport,Pt Enterprise D&W Ranch Airport,31.65789986,-96.41139984,526,NA,US,US-TX,Mexia,no,11TS,,11TS,,,
7743,11TX,small_airport,Butler Airport,33.66680145,-96.69059753,840,NA,US,US-TX,Sherman,no,11TX,,11TX,,,
7744,11VA,heliport,Chesapeake General Hospital Heliport,36.7417984,-76.24410248,21,NA,US,US-VA,Chesapeake,no,11VA,,11VA,,,
7745,11VG,small_airport,Devil's Reach Landing Airport,38.20940018,-77.00060272,28,NA,US,US-VA,Oak Grove,no,11VG,,11VG,,,
7746,11WA,small_airport,Homeport Airport,47.5237999,-117.4700012,2320,NA,US,US-WA,Spokane,no,11WA,,11WA,,,
7747,11WI,heliport,Victory Memorial Hospital Heliport,44.9632988,-90.93379974,1140,NA,US,US-WI,Stanley,no,11WI,,11WI,,,
7748,11WN,seaplane_base,Diedrich Seaplane Base,43.35419846,-89.57119751,774,NA,US,US-WI,Lodi,no,11WN,,11WN,,,
45923,11Y,small_airport,Flying Feathers Airport,44.061183,-88.194933,940,NA,US,US-WI,Chilton,no,11Y,,11Y,,,
7750,12A,small_airport,Arkavalley Airport,35.17839813,-92.33540344,329,NA,US,US-AR,Conway,no,12A,,12A,,,Formerly 12AR
7749,12AL,heliport,Goldberg Stagefield Army Heliport,31.41399956,-85.45980072,362,NA,US,US-AL,Fort Rucker/Kirklands Crossroads,no,12AL,,12AL,,,
45301,12AR,small_airport,Gibbons Airport,34.515444,-90.973722,178,NA,US,US-AR,Marvell,no,12AR,,12AR,,,
7751,12AZ,small_airport,Ranta Strip,33.85390091,-112.6529999,1840,NA,US,US-AZ,Morristown,no,12AZ,,12AZ,,,
7752,12CA,small_airport,Faber Vineyards Airport,38.10960007,-121.1689987,70,NA,US,US-CA,Lodi,no,12CA,,12CA,,,
7753,12CL,small_airport,Newton Field,36.1568985,-119.8499985,194,NA,US,US-CA,Stratford,no,12CL,,12CL,,,
7754,12CO,small_airport,Omega 1 STOLport,38.83549881,-107.8150024,6409,NA,US,US-CO,Hotchkiss,no,12CO,,12CO,,,
7755,12FA,small_airport,Hi-Acres Airport,28.47859955,-81.71450043,105,NA,US,US-FL,Clermont,no,12FA,,12FA,,,
7756,12FD,heliport,Osceola Regional Hospital Heliport,28.29859924,-81.4108963,59,NA,US,US-FL,Kissimmee,no,12FD,,12FD,,,
7757,12FL,seaplane_base,Timberlachen Seaplane Base,28.59280014,-81.40390015,89,NA,US,US-FL,Orlando,no,12FL,,12FL,,,
7758,12GA,heliport,Gwinnett Community Hospital D/B/A Eastside Medical Center Heliport,33.875,-84.02059937,1065,NA,US,US-GA,Snellville,no,12GA,,12GA,,,
7759,12GE,seaplane_base,Harvest Lake Seaplane Base,31.73080063,-81.35970306,4,NA,US,US-GA,Riceboro,no,12GE,,12GE,,,
7760,12I,seaplane_base,Brookville Reservoir Seaplane Base,39.51029968,-85,748,NA,US,US-IN,Brookville,no,12I,,12I,,,
7761,12IA,small_airport,Plueger Airfield,42.80049896,-96.13780212,1245,NA,US,US-IA,Lemars,no,12IA,,12IA,,,
7762,12ID,small_airport,Flying B Ranch Landing Strip,44.9679985,-114.7330017,3647,NA,US,US-ID,Salmon,no,12ID,,12ID,,,
7763,12II,small_airport,Pentecost Airport,39.85620117,-84.97219849,1020,NA,US,US-IN,Centerville,no,12II,,12II,,,
